code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,sum_click,weighted_score
BBB,2014J,258268,F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,158,59.65346534653465
BBB,2014J,258840,F,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,511,67.48514851485149
BBB,2014J,260137,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,1030,76.2871287128713
BBB,2014J,260216,F,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,40,54.193548387096776
BBB,2014J,263448,F,South West Region,HE Qualification,30-40%,0-35,0,60,N,Pass,1625,72.87128712871286
BBB,2014J,264694,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,755,57.41935483870968
BBB,2014J,265466,F,Ireland,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,1168,69.6969696969697
BBB,2014J,269510,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,319,67.57575757575758
BBB,2014J,272617,F,East Midlands Region,Lower Than A Level,20-30%,0-35,3,60,Y,Withdrawn,71,48.57142857142857
BBB,2014J,275006,F,London Region,Lower Than A Level,20-30%,0-35,2,60,N,Pass,579,71.93069306930693
BBB,2014J,275180,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,3886,58.67326732673267
BBB,2014J,275296,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,2,60,N,Fail,165,74.54545454545455
BBB,2014J,276925,F,Wales,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,707,77.18811881188118
BBB,2014J,277967,M,London Region,Lower Than A Level,70-80%,0-35,1,60,N,Pass,1166,75.39603960396039
BBB,2014J,280054,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,207,48.18181818181818
BBB,2014J,280152,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,1585,84.66336633663366
BBB,2014J,284246,F,Ireland,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,2279,47.07920792079208
BBB,2014J,284762,F,East Midlands Region,A Level or Equivalent,10-20,0-35,2,60,N,Pass,854,88.16831683168317
BBB,2014J,285470,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,180,N,Pass,142,86.6923076923077
BBB,2014J,286338,F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,1444,69.7128712871287
BBB,2014J,286947,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,1044,69.06930693069307
BBB,2014J,288086,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,426,78.52475247524752
BBB,2014J,288655,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,64,100.0
BBB,2014J,290184,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,248,76.2871287128713
BBB,2014J,293387,F,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,2047,90.04950495049505
BBB,2014J,293989,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,277,41.0
BBB,2014J,294134,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,1168,69.86138613861387
BBB,2014J,297179,F,North Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass,2720,79.91089108910892
BBB,2014J,297685,F,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,1078,69.8019801980198
BBB,2014J,297806,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,126,1.0
BBB,2014J,298187,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1070,67.67326732673267
BBB,2014J,298303,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,894,81.48514851485149
BBB,2014J,298961,F,South Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass,481,70.60396039603961
BBB,2014J,300819,M,South Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,387,89.61386138613861
BBB,2014J,303165,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,1824,60.6039603960396
BBB,2014J,303617,F,Wales,Lower Than A Level,0-10%,35-55,1,60,N,Pass,327,84.11881188118812
BBB,2014J,305909,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1513,69.95049504950495
BBB,2014J,306478,F,Ireland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,671,67.62376237623762
BBB,2014J,306880,F,Wales,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,132,100.0
BBB,2014J,308775,F,North Region,A Level or Equivalent,10-20,35-55,0,120,N,Distinction,1508,77.23762376237623
BBB,2014J,308850,M,Wales,Lower Than A Level,10-20,35-55,0,120,N,Fail,114,1.0
BBB,2014J,314252,M,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,1084,54.55445544554456
BBB,2014J,314675,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,409,68.02970297029702
BBB,2014J,314801,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Pass,699,72.17821782178218
BBB,2014J,321450,F,Wales,Lower Than A Level,40-50%,0-35,1,120,N,Pass,237,59.9009900990099
BBB,2014J,322184,F,South West Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,831,62.935483870967744
BBB,2014J,322574,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,25,1.0
BBB,2014J,327224,F,Ireland,A Level or Equivalent,60-70%,35-55,3,60,N,Fail,201,54.54545454545455
BBB,2014J,330917,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1317,55.306930693069305
BBB,2014J,335035,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,1291,53.01980198019802
BBB,2014J,338554,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,285,69.86138613861387
BBB,2014J,340216,F,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,1139,75.54455445544555
BBB,2014J,340592,F,Wales,A Level or Equivalent,0-10%,0-35,3,120,N,Fail,219,100.0
BBB,2014J,340899,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,4,56.03960396039604
BBB,2014J,341611,F,North Western Region,Lower Than A Level,0-10%,0-35,1,120,N,Fail,249,60.0
BBB,2014J,342192,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Pass,223,58.46534653465346
BBB,2014J,343138,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,494,60.94059405940594
BBB,2014J,349924,F,North Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,40,1.0
BBB,2014J,350312,F,Wales,A Level or Equivalent,30-40%,0-35,1,90,N,Fail,103,85.0
BBB,2014J,350797,F,London Region,Lower Than A Level,50-60%,35-55,1,60,N,Pass,1034,76.73267326732673
BBB,2014J,351050,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass,529,76.23762376237623
BBB,2014J,357901,F,North Region,Lower Than A Level,,0-35,1,90,N,Fail,304,46.07575757575758
BBB,2014J,358001,F,Wales,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,346,67.32673267326733
BBB,2014J,358204,F,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,4677,84.66336633663366
BBB,2014J,361411,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,793,62.67326732673267
BBB,2014J,363213,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,241,71.63366336633663
BBB,2014J,364527,F,Ireland,A Level or Equivalent,30-40%,0-35,2,60,N,Pass,362,76.08910891089108
BBB,2014J,365097,F,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,1071,82.38613861386139
BBB,2014J,365111,F,Scotland,HE Qualification,30-40%,0-35,2,120,Y,Fail,246,64.16831683168317
BBB,2014J,366479,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,498,64.70297029702971
BBB,2014J,368521,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,1208,70.00990099009901
BBB,2014J,369234,F,Wales,Lower Than A Level,30-40%,0-35,2,60,Y,Fail,576,37.12903225806452
BBB,2014J,372602,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,114,79.91089108910892
BBB,2014J,373174,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,2,60,N,Pass,1151,68.0
BBB,2014J,373846,F,South Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,1028,71.0
BBB,2014J,379212,F,North Western Region,Lower Than A Level,30-40%,35-55,0,180,N,Withdrawn,280,63.63636363636363
BBB,2014J,379720,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,556,69.61386138613861
BBB,2014J,380515,F,London Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,21,100.0
BBB,2014J,381882,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,566,55.9009900990099
BBB,2014J,384266,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,13,100.0
BBB,2014J,385341,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,147,71.0
BBB,2014J,385405,M,Ireland,A Level or Equivalent,0-10%,35-55,1,60,N,Pass,766,66.88118811881188
BBB,2014J,387406,F,Wales,Lower Than A Level,20-30%,0-35,2,60,N,Fail,389,47.32673267326733
BBB,2014J,387773,F,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,3623,83.51485148514851
BBB,2014J,388738,M,South Region,A Level or Equivalent,10-20,35-55,1,60,N,Withdrawn,1744,70.15151515151516
BBB,2014J,391937,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,3615,70.64356435643565
BBB,2014J,394314,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,740,80.10891089108911
BBB,2014J,395169,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn,175,100.0
BBB,2014J,395320,F,South Region,HE Qualification,40-50%,35-55,1,60,N,Pass,1170,71.89108910891089
BBB,2014J,395822,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,2810,59.00990099009901
BBB,2014J,396016,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,30,56.483870967741936
BBB,2014J,396673,F,South Region,A Level or Equivalent,20-30%,35-55,0,240,N,Withdrawn,471,71.0
BBB,2014J,397414,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,2,60,Y,Pass,780,50.24752475247525
BBB,2014J,398442,M,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,830,64.55445544554455
BBB,2014J,399737,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,1,60,N,Distinction,1678,73.96039603960396
BBB,2014J,400549,F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,1480,86.54455445544555
BBB,2014J,401317,F,Scotland,A Level or Equivalent,20-30%,0-35,2,60,N,Pass,1097,52.18811881188119
BBB,2014J,402180,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,1506,73.56435643564356
BBB,2014J,403213,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,317,56.28712871287129
BBB,2014J,404121,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1713,67.13861386138613
BBB,2014J,404415,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,Pass,1465,79.45544554455445
BBB,2014J,406000,F,South East Region,Lower Than A Level,60-70%,35-55,1,60,N,Pass,1214,63.86138613861386
BBB,2014J,409708,F,East Anglian Region,Lower Than A Level,80-90%,0-35,2,120,N,Pass,607,55.3960396039604
BBB,2014J,411105,F,South Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,64,1.0
BBB,2014J,411150,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,101,68.09677419354838
BBB,2014J,412081,F,Ireland,A Level or Equivalent,30-40%,35-55,1,60,N,Pass,497,58.56435643564357
BBB,2014J,412343,F,Scotland,Lower Than A Level,10-20,0-35,0,60,Y,Fail,228,65.85148514851485
BBB,2014J,417971,F,Scotland,HE Qualification,60-70%,35-55,0,120,Y,Withdrawn,537,85.45454545454545
BBB,2014J,417986,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1824,66.64356435643565
BBB,2014J,418077,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,999,69.70297029702971
BBB,2014J,419924,F,Scotland,HE Qualification,0-10%,35-55,0,60,Y,Withdrawn,1047,67.12903225806451
BBB,2014J,420631,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,1255,73.97029702970298
BBB,2014J,423398,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,2836,71.24752475247524
BBB,2014J,423613,F,West Midlands Region,HE Qualification,20-30%,0-35,0,120,Y,Withdrawn,91,100.0
BBB,2014J,424220,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,797,52.92079207920792
BBB,2014J,425314,F,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,12,100.0
BBB,2014J,425772,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,460,56.24752475247525
BBB,2014J,426624,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,1171,84.05940594059406
BBB,2014J,430530,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,446,72.72727272727273
BBB,2014J,433064,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,14,61.81818181818182
BBB,2014J,433939,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,1,60,N,Fail,240,59.38709677419355
BBB,2014J,435287,F,Wales,Lower Than A Level,0-10%,35-55,0,195,N,Fail,43,61.78217821782178
BBB,2014J,437550,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1722,78.47524752475248
BBB,2014J,439677,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,478,75.20792079207921
BBB,2014J,439806,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,939,88.41584158415841
BBB,2014J,442745,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,12,48.18181818181818
BBB,2014J,444361,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,742,85.1980198019802
BBB,2014J,444545,F,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,897,64.4059405940594
BBB,2014J,444768,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,2372,68.51485148514851
BBB,2014J,445136,F,South East Region,HE Qualification,70-80%,35-55,1,60,N,Distinction,745,90.8019801980198
BBB,2014J,445647,F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Withdrawn,125,100.0
BBB,2014J,445774,M,South East Region,HE Qualification,80-90%,0-35,0,60,N,Distinction,211,80.0
BBB,2014J,446619,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,21,100.0
BBB,2014J,447124,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,2233,72.53465346534654
BBB,2014J,447324,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Fail,239,50.354838709677416
BBB,2014J,467396,F,Wales,Lower Than A Level,60-70%,0-35,2,60,N,Distinction,1118,80.35643564356435
BBB,2014J,469579,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,33,50.79207920792079
BBB,2014J,470464,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,1209,54.6039603960396
BBB,2014J,473095,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,3,120,N,Pass,535,63.57575757575758
BBB,2014J,473271,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,306,67.52475247524752
BBB,2014J,474387,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,1564,88.66336633663366
BBB,2014J,474408,F,London Region,Lower Than A Level,20-30%,35-55,0,120,Y,Pass,1813,74.35643564356435
BBB,2014J,475363,F,Wales,A Level or Equivalent,20-30%,0-35,1,165,N,Pass,329,61.148514851485146
BBB,2014J,476769,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,780,67.17821782178218
BBB,2014J,478412,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,2042,84.76237623762377
BBB,2014J,481593,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Distinction,1758,73.66336633663366
BBB,2014J,481790,F,Ireland,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,438,64.25742574257426
BBB,2014J,483315,F,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,1413,70.45544554455445
BBB,2014J,483508,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Distinction,753,80.04950495049505
BBB,2014J,483674,F,Wales,No Formal quals,30-40%,0-35,0,60,N,Fail,78,1.0
BBB,2014J,484252,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,1974,53.02970297029703
BBB,2014J,484490,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,2315,68.72277227722772
BBB,2014J,484550,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Fail,78,100.0
BBB,2014J,485439,F,Wales,Lower Than A Level,0-10%,35-55,2,60,Y,Withdrawn,189,54.63636363636363
BBB,2014J,485853,F,Scotland,HE Qualification,20-30%,0-35,1,180,Y,Withdrawn,32,100.0
BBB,2014J,486516,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,412,52.37623762376238
BBB,2014J,490299,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,45,1.0
BBB,2014J,491387,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,1294,80.00990099009901
BBB,2014J,492579,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,240,100.0
BBB,2014J,492592,F,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Distinction,676,91.74257425742574
BBB,2014J,492676,F,Scotland,A Level or Equivalent,60-70%,0-35,2,120,Y,Pass,229,57.42574257425743
BBB,2014J,492979,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,234,67.93069306930693
BBB,2014J,493443,F,London Region,No Formal quals,50-60%,35-55,1,60,N,Pass,945,39.81188118811881
BBB,2014J,493460,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,3874,80.14851485148515
BBB,2014J,493609,F,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,84,100.0
BBB,2014J,493763,F,South Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,82,71.0
BBB,2014J,494212,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,684,54.2258064516129
BBB,2014J,495239,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,391,62.29032258064516
BBB,2014J,495489,F,Ireland,Lower Than A Level,0-10%,35-55,1,60,N,Fail,301,58.70967741935484
BBB,2014J,495522,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,213,75.48387096774194
BBB,2014J,496381,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,704,80.79207920792079
BBB,2014J,497074,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,1439,62.57425742574257
BBB,2014J,497084,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,938,72.07920792079207
BBB,2014J,498841,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,180,N,Pass,409,54.95049504950495
BBB,2014J,499790,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Pass,530,54.85148514851485
BBB,2014J,499819,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,1417,59.50495049504951
BBB,2014J,500502,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,1147,47.37623762376238
BBB,2014J,502767,F,South East Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,2354,71.13861386138613
BBB,2014J,503663,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,Y,Withdrawn,160,1.0
BBB,2014J,504597,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass,3107,60.85148514851485
BBB,2014J,505595,F,London Region,Lower Than A Level,10-20,0-35,3,60,Y,Withdrawn,327,54.63636363636363
BBB,2014J,505871,F,South West Region,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,494,65.4059405940594
BBB,2014J,505878,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,113,42.37623762376238
BBB,2014J,506020,F,Scotland,HE Qualification,60-70%,0-35,2,60,N,Pass,393,68.16831683168317
BBB,2014J,506219,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,1644,77.32673267326733
BBB,2014J,506679,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,395,9.090909090909092
BBB,2014J,507014,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,287,62.37623762376238
BBB,2014J,507149,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,1100,95.5940594059406
BBB,2014J,507386,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,341,51.0
BBB,2014J,507783,F,Wales,HE Qualification,40-50%,0-35,0,60,N,Pass,2205,73.31683168316832
BBB,2014J,509466,F,Ireland,HE Qualification,0-10%,0-35,1,60,N,Fail,101,51.61290322580645
BBB,2014J,509578,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1901,34.663366336633665
BBB,2014J,509935,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass,770,70.44554455445545
BBB,2014J,510068,F,Scotland,HE Qualification,0-10%,0-35,1,120,N,Fail,123,53.2258064516129
BBB,2014J,510471,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,1539,70.64356435643565
BBB,2014J,511001,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,180,Y,Pass,2713,69.25742574257426
BBB,2014J,511295,F,Scotland,HE Qualification,0-10%,35-55,0,60,N,Fail,36,100.0
BBB,2014J,511807,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,1920,48.52475247524752
BBB,2014J,512411,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,1194,82.42574257425743
BBB,2014J,512722,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,1029,67.83168316831683
BBB,2014J,513250,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Fail,900,70.0
BBB,2014J,513751,F,North Western Region,HE Qualification,20-30%,35-55,0,60,Y,Pass,2376,55.05940594059406
BBB,2014J,515329,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,795,72.23762376237623
BBB,2014J,515349,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,120,N,Distinction,1419,85.14851485148515
BBB,2014J,516434,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,1788,54.05940594059406
BBB,2014J,516588,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,21,74.54545454545455
BBB,2014J,518389,M,Scotland,HE Qualification,90-100%,35-55,4,180,Y,Pass,730,68.66336633663366
BBB,2014J,520024,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,102,56.34653465346535
BBB,2014J,520076,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,3984,61.48514851485149
BBB,2014J,520972,F,Scotland,HE Qualification,60-70%,0-35,1,60,N,Pass,3487,54.7029702970297
BBB,2014J,521081,F,Yorkshire Region,Lower Than A Level,10-20,0-35,1,60,Y,Pass,980,63.66336633663367
BBB,2014J,521164,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail,120,68.57575757575758
BBB,2014J,522189,F,Wales,Lower Than A Level,30-40%,0-35,3,60,N,Pass,1357,76.0990099009901
BBB,2014J,522381,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,995,71.89108910891089
BBB,2014J,522478,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,210,Y,Fail,205,1.0
BBB,2014J,523132,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,1280,66.78217821782178
BBB,2014J,523831,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,783,60.95238095238095
BBB,2014J,523905,F,South Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,1552,85.85148514851485
BBB,2014J,524043,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,328,80.84158415841584
BBB,2014J,527102,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,202,61.81818181818182
BBB,2014J,527742,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,14,67.77227722772277
BBB,2014J,528432,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,417,87.02970297029702
BBB,2014J,528702,F,Wales,Lower Than A Level,20-30%,0-35,1,60,N,Fail,660,64.54838709677419
BBB,2014J,530021,F,London Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,359,51.935483870967744
BBB,2014J,530772,F,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,2709,82.02970297029702
BBB,2014J,530941,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,989,76.53465346534654
BBB,2014J,531450,F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Fail,1400,65.44554455445545
BBB,2014J,531753,M,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Pass,1256,72.47524752475248
BBB,2014J,531865,M,Scotland,HE Qualification,10-20,35-55,0,60,N,Pass,1167,81.0990099009901
BBB,2014J,532779,F,East Anglian Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,1274,62.881188118811885
BBB,2014J,533209,F,Wales,HE Qualification,40-50%,35-55,0,60,N,Pass,829,68.86138613861387
BBB,2014J,534428,F,North Region,Lower Than A Level,20-30%,0-35,1,120,N,Pass,524,60.801980198019805
BBB,2014J,534588,F,South Region,A Level or Equivalent,70-80%,35-55,1,120,N,Withdrawn,114,1.0
BBB,2014J,534715,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,493,68.06930693069307
BBB,2014J,534884,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,177,58.18181818181818
BBB,2014J,535963,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,1518,86.89108910891089
BBB,2014J,536767,F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,67,34.696969696969695
BBB,2014J,537194,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,4372,73.36633663366337
BBB,2014J,537640,F,South Region,Lower Than A Level,50-60%,0-35,0,60,Y,Distinction,976,85.70297029702971
BBB,2014J,539635,F,South East Region,HE Qualification,80-90%,35-55,0,120,N,Distinction,1814,79.60396039603961
BBB,2014J,541171,F,Wales,A Level or Equivalent,60-70%,0-35,2,60,N,Fail,518,63.05357142857143
BBB,2014J,541315,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,654,49.31683168316832
BBB,2014J,541476,F,Wales,A Level or Equivalent,10-20,35-55,0,60,N,Pass,3176,74.06930693069307
