id_student,code_module,code_presentation,weighted_score
591619,CCC,2014B,50.18181818181818
592007,CCC,2014B,31.73
592007,FFF,2013J,64.3177570093458
592051,CCC,2014J,42.775
592051,CCC,2014B,43.72857142857143
592051,EEE,2013J,68.08
592093,CCC,2014J,50.32941176470588
592093,CCC,2014B,61.30357142857143
592093,DDD,2013J,75.11111111111111
592151,CCC,2014B,72.015
592259,CCC,2014J,44.0
592259,CCC,2014B,42.44444444444444
592259,FFF,2013J,66.21495327102804
592609,CCC,2014B,66.83333333333333
592609,EEE,2013J,92.0
592775,CCC,2014B,62.66
592776,CCC,2014B,68.925
592939,CCC,2014B,59.5
592939,FFF,2014J,56.074766355140184
592939,FFF,2014B,45.0
592961,CCC,2014B,95.12359550561797
592961,EEE,2013J,97.6
593103,CCC,2014B,65.57291666666667
593103,DDD,2013J,79.41666666666667
593787,CCC,2014B,4.0
593787,EEE,2013J,37.04
593823,CCC,2014B,88.315
593823,FFF,2013J,83.79439252336448
593972,CCC,2014B,66.045
593995,CCC,2014B,93.515
594044,CCC,2014B,78.3
594044,FFF,2013J,83.39252336448598
594157,CCC,2014B,62.8955223880597
594157,EEE,2013J,88.4
594246,CCC,2014B,88.54545454545455
594246,EEE,2013J,84.33333333333333
594371,CCC,2014B,78.39
595164,CCC,2014B,55.785
595164,FFF,2013J,83.6822429906542
595189,CCC,2014B,92.21
595189,EEE,2013J,96.8
595356,CCC,2014B,30.0
595356,EEE,2014B,47.18181818181818
595492,CCC,2014B,29.5
595492,EEE,2013J,82.2
595659,CCC,2014B,73.98
595659,DDD,2013J,66.6875
595685,CCC,2014B,44.54545454545455
595685,DDD,2013J,71.59722222222223
595797,CCC,2014B,79.89
595847,CCC,2014B,88.69
595847,FFF,2013J,85.39252336448598
595986,CCC,2014B,45.305
595986,DDD,2013J,65.1
596035,CCC,2014B,65.3804347826087
596157,CCC,2014B,57.925
596731,CCC,2014B,57.465
596731,DDD,2013J,65.30555555555556
596947,CCC,2014B,42.194117647058825
596947,EEE,2014B,74.84
597403,CCC,2014B,58.032051282051285
597403,DDD,2013J,67.8875
597926,CCC,2014B,98.785
598113,CCC,2014B,52.715
598113,FFF,2014B,63.65432098765432
598321,CCC,2014B,84.175
598321,EEE,2013J,92.88
598662,CCC,2014B,77.865
598662,EEE,2013J,94.36
598860,CCC,2014B,93.53
598860,DDD,2013J,88.4125
599263,CCC,2014B,31.17142857142857
599263,EEE,2014B,60.77777777777778
599275,CCC,2014B,50.35353535353536
599857,CCC,2014B,67.085
599857,FFF,2013J,80.54205607476635
599958,CCC,2014B,72.635
599958,EEE,2013J,93.2
600073,CCC,2014B,84.065
600094,CCC,2014B,45.6
600094,DDD,2013J,67.475
600142,CCC,2014B,32.27777777777778
600142,EEE,2013J,51.56
600335,CCC,2014B,62.165
600335,EEE,2013J,82.6
600547,CCC,2014B,72.61111111111111
600547,EEE,2013J,93.05555555555556
600945,CCC,2014B,60.155
600945,EEE,2013J,96.76
600987,CCC,2014B,53.105
600987,EEE,2014B,80.96
601021,CCC,2014B,64.0
601021,FFF,2013J,51.5607476635514
601175,CCC,2014B,15.090909090909092
601175,EEE,2013J,78.84
601224,CCC,2014B,57.71
601224,EEE,2013J,90.16
601872,CCC,2014B,68.36567164179104
601949,CCC,2014B,45.315
602030,CCC,2014J,30.35
602030,CCC,2014B,39.333333333333336
602042,CCC,2014B,99.34
602107,CCC,2014B,59.72222222222222
602107,EEE,2014B,78.36363636363636
602133,CCC,2014B,84.58955223880596
602133,EEE,2013J,85.88
602269,CCC,2014B,65.77083333333333
602269,EEE,2013J,78.88
602703,CCC,2014B,46.72222222222222
602703,EEE,2013J,92.28
602718,CCC,2014B,38.605
602718,EEE,2013J,89.52
602902,CCC,2014B,61.875
602902,DDD,2013J,85.8
602913,CCC,2014B,64.39
603222,CCC,2014B,48.0
603222,EEE,2013J,86.48
603477,CCC,2014B,63.07
603477,EEE,2013J,85.4
603639,CCC,2014B,88.975
603639,EEE,2013J,88.6
603832,CCC,2014B,18.875
603832,EEE,2014B,75.92
604164,CCC,2014J,71.675
604164,CCC,2014B,60.729166666666664
604517,CCC,2014B,60.205
604517,EEE,2013J,82.8
604571,CCC,2014B,66.65030674846626
604571,EEE,2014B,79.11111111111111
604723,CCC,2014B,91.59473684210526
604723,DDD,2013J,76.63888888888889
604997,CCC,2014B,70.5
605144,CCC,2014B,73.975
605144,DDD,2013J,79.30555555555556
605180,CCC,2014B,60.90909090909091
605180,EEE,2013J,80.96
605180,FFF,2014J,67.58878504672897
605266,CCC,2014B,89.07
605266,DDD,2013J,80.2125
605571,CCC,2014B,82.12
605571,FFF,2013J,96.11214953271028
605688,CCC,2014B,90.38
605688,EEE,2014B,87.32
605703,CCC,2014B,90.215
605703,DDD,2013J,77.3
606206,CCC,2014B,87.69117647058823
606206,EEE,2013J,90.52
606444,CCC,2014B,94.145
606444,FFF,2013J,90.73831775700934
606665,CCC,2014B,37.595
606665,DDD,2013J,70.625
606724,CCC,2014B,70.26
606724,EEE,2013J,92.16
607052,CCC,2014B,81.53
607052,FFF,2013J,93.86915887850468
607061,CCC,2014B,91.35
607061,DDD,2013J,92.43055555555556
607411,CCC,2014B,66.9090909090909
607636,CCC,2014B,49.854166666666664
607636,EEE,2013J,88.08
607835,CCC,2014B,89.0
607835,EEE,2013J,89.96
607927,CCC,2014B,33.91428571428571
607927,DDD,2013J,40.7625
607966,CCC,2014B,63.45454545454545
607966,DDD,2013J,58.875
608130,CCC,2014B,17.333333333333332
608130,EEE,2013J,64.36
608152,CCC,2014B,38.48
608152,EEE,2014B,64.08
608243,CCC,2014B,73.315
608243,EEE,2013J,98.64
608504,CCC,2014B,42.708333333333336
608504,EEE,2013J,85.64
608753,CCC,2014B,47.744791666666664
608753,FFF,2013J,86.53271028037383
608904,CCC,2014B,96.14
609025,CCC,2014B,87.48387096774194
609025,EEE,2013J,95.52
609045,CCC,2014B,78.84324324324324
609229,CCC,2014B,97.04
609229,FFF,2013J,72.42990654205607
609489,CCC,2014B,39.45454545454545
609515,CCC,2014B,83.445
609645,CCC,2014B,35.305
609645,EEE,2014B,77.32
610287,CCC,2014J,65.93
610287,CCC,2014B,78.14285714285714
610287,EEE,2014J,76.88
610287,EEE,2014B,76.88
610575,CCC,2014B,55.854166666666664
610575,EEE,2013J,98.68
611402,CCC,2014B,45.494949494949495
611402,EEE,2013J,89.64
612023,CCC,2014B,49.333333333333336
612023,EEE,2014B,49.27777777777778
612119,CCC,2014B,74.35
612644,CCC,2014B,65.671875
612644,EEE,2014B,90.08
612814,CCC,2014B,99.1
612882,CCC,2014B,85.77777777777777
612882,EEE,2014B,90.0
613133,CCC,2014B,92.855
613133,EEE,2014B,91.88
613310,CCC,2014B,95.0
613461,CCC,2014B,52.85
613461,FFF,2014B,75.16822429906541
613501,CCC,2014B,70.1470588235294
613501,EEE,2014B,57.666666666666664
614059,CCC,2014B,55.313131313131315
614059,FFF,2014J,73.71028037383178
614477,CCC,2014B,47.25
614733,CCC,2014B,14.0
614733,FFF,2014B,29.910112359550563
614804,CCC,2014J,72.675
614804,CCC,2014B,62.8125
614804,DDD,2014B,75.671875
615229,CCC,2014B,57.979166666666664
615229,EEE,2014B,91.04
615249,CCC,2014B,62.80898876404494
616334,CCC,2014B,28.0
616334,DDD,2014B,48.921875
616407,CCC,2014J,94.55555555555556
616407,CCC,2014B,94.55555555555556
616407,EEE,2014J,90.96
616407,EEE,2014B,90.96
616831,CCC,2014B,59.09411764705882
616831,EEE,2014B,86.64
617348,CCC,2014B,77.095
617355,CCC,2014B,81.41
617355,EEE,2014B,82.04
617365,CCC,2014B,83.64646464646465
617365,EEE,2014B,88.36
617416,CCC,2014B,61.635
617781,CCC,2014B,55.61
617781,DDD,2014B,53.40277777777778
618129,CCC,2014B,65.685
618279,CCC,2014B,15.090909090909092
618279,FFF,2014B,80.0
618571,CCC,2014B,55.75
618571,EEE,2014B,82.52
618665,CCC,2014B,30.166666666666668
618665,FFF,2014B,47.6822429906542
618679,CCC,2014B,72.97916666666667
618824,CCC,2014B,86.785
618824,EEE,2014B,83.44
619006,CCC,2014B,4.909090909090909
619006,EEE,2014B,72.0
619014,CCC,2014B,65.73033707865169
619014,EEE,2014B,83.83333333333333
619303,CCC,2014B,86.11
620266,CCC,2014B,29.454545454545453
620368,CCC,2014B,92.43
620369,CCC,2014J,68.26
620369,CCC,2014B,68.26
620369,EEE,2014B,83.48
620646,CCC,2014B,47.479729729729726
620646,EEE,2014B,78.72222222222223
620876,CCC,2014B,65.88888888888889
620876,EEE,2014B,61.166666666666664
620897,CCC,2014J,90.8076923076923
620897,CCC,2014B,95.6923076923077
620974,CCC,2014B,47.645833333333336
620974,DDD,2014B,43.041666666666664
620977,CCC,2014B,56.44444444444444
620977,EEE,2014B,86.18181818181819
621656,CCC,2014B,73.12
622302,CCC,2014B,88.93
622368,CCC,2014B,55.994791666666664
622368,EEE,2014B,81.68
622652,CCC,2014B,98.86
622773,CCC,2014B,80.07
622948,CCC,2014B,81.41666666666667
622948,EEE,2014B,77.64
623052,CCC,2014B,88.53
623052,DDD,2014B,96.66666666666667
623250,CCC,2014B,56.625
623250,EEE,2014B,85.4
623290,CCC,2014B,50.31
623347,CCC,2014B,97.32
623347,DDD,2014B,89.2625
623421,CCC,2014B,48.78378378378378
623421,EEE,2014B,77.68
623562,CCC,2014B,65.21
623562,EEE,2014B,89.92
623605,CCC,2014B,55.44285714285714
623667,CCC,2014B,78.24
623667,EEE,2014B,90.44
623707,CCC,2014B,91.27272727272727
623732,CCC,2014B,85.28
624134,CCC,2014B,56.75
624164,CCC,2014B,82.995
624441,CCC,2014B,81.00520833333333
624441,EEE,2014B,91.72
624483,CCC,2014B,90.01
624591,CCC,2014B,53.183098591549296
624591,FFF,2014B,61.26168224299065
624782,CCC,2014B,35.34
624782,EEE,2014B,69.52
624810,CCC,2014B,87.85353535353535
625028,CCC,2014B,95.355
625077,CCC,2014B,65.565
625330,CCC,2014B,92.43
625330,FFF,2014J,79.75949367088607
625453,CCC,2014B,84.13471502590673
625476,CCC,2014B,70.85416666666667
625476,EEE,2014B,83.76
625527,CCC,2014B,78.64583333333333
625527,EEE,2014B,77.92
625552,CCC,2014B,63.695
625614,CCC,2014B,13.277777777777779
625614,EEE,2014J,68.28
625714,CCC,2014B,39.71
625714,DDD,2014B,54.22222222222222
625740,CCC,2014B,50.08
625740,EEE,2014B,61.0
625745,CCC,2014B,67.05
625782,CCC,2014B,59.885
625790,CCC,2014B,4.909090909090909
625790,EEE,2014B,64.32
625838,CCC,2014B,87.57
625838,FFF,2014J,57.700934579439256
625953,CCC,2014B,76.27777777777777
625953,EEE,2014B,85.72
625975,CCC,2014B,35.09090909090909
625975,EEE,2014B,73.0
626183,CCC,2014B,48.04040404040404
626183,EEE,2014B,47.92
626417,CCC,2014J,85.81
626417,CCC,2014B,83.0909090909091
626417,DDD,2014B,82.2375
626614,CCC,2014B,81.1413043478261
626714,CCC,2014B,46.651041666666664
626714,EEE,2014B,90.2
626857,CCC,2014B,47.2
626877,CCC,2014B,46.777027027027025
626877,EEE,2014B,94.83333333333333
626998,CCC,2014B,77.23
626998,EEE,2014J,69.83333333333333
626998,EEE,2014B,83.72727272727273
627066,CCC,2014B,36.3
627136,CCC,2014B,95.375
627168,CCC,2014B,76.36363636363636
627168,EEE,2014B,94.0
627253,CCC,2014B,89.52
627343,CCC,2014B,66.78
627387,CCC,2014B,51.065
627387,EEE,2014B,85.76
627399,CCC,2014B,83.48
627399,EEE,2014B,91.72
627500,CCC,2014B,7.2727272727272725
627500,EEE,2014B,85.27272727272727
627520,CCC,2014B,6.545454545454546
627691,CCC,2014B,68.705
627711,CCC,2014B,95.025
627711,EEE,2014B,95.44444444444444
627750,CCC,2014B,49.32972972972973
627750,EEE,2014B,86.66666666666667
627784,CCC,2014B,68.23076923076923
627933,CCC,2014B,59.15436241610738
628029,CCC,2014B,90.58
628086,CCC,2014B,88.285
628090,CCC,2014B,47.11538461538461
628157,CCC,2014B,96.385
628157,FFF,2014J,83.13084112149532
628293,CCC,2014B,63.945
628383,CCC,2014B,81.355
628383,FFF,2014J,81.8785046728972
628506,CCC,2014B,70.705
628527,CCC,2014B,72.55555555555556
628527,EEE,2014B,78.81818181818181
628565,CCC,2014B,69.35
628575,CCC,2014B,79.7554347826087
628575,DDD,2014B,74.9
628663,CCC,2014B,72.145
628771,CCC,2014B,88.61111111111111
629081,CCC,2014B,73.8157894736842
629081,EEE,2014B,83.63636363636364
629164,CCC,2014B,96.39
629270,CCC,2014B,48.0
629342,CCC,2014B,56.77142857142857
629342,EEE,2014B,90.0
629500,CCC,2014B,0.0
629500,EEE,2014B,86.08
629654,CCC,2014B,41.337078651685395
629654,EEE,2014B,91.05555555555556
629696,CCC,2014J,91.16
629696,CCC,2014B,94.20833333333333
629696,DDD,2014B,73.4125
629710,CCC,2014B,96.31
629710,DDD,2014B,92.275
629766,CCC,2014B,84.095
629773,CCC,2014B,86.36363636363636
629773,DDD,2014B,95.0
629798,CCC,2014B,58.4375
629862,CCC,2014B,75.5
629862,EEE,2014J,87.72
629890,CCC,2014B,83.44444444444444
629936,CCC,2014B,71.77083333333333
630005,CCC,2014B,51.483870967741936
630086,CCC,2014B,74.475
630086,EEE,2014B,81.48
630152,CCC,2014B,66.0
630152,DDD,2014B,30.666666666666668
630157,CCC,2014B,57.06
630178,CCC,2014B,55.28235294117647
630178,DDD,2014B,67.53125
630200,CCC,2014J,33.348958333333336
630200,CCC,2014B,27.1
630200,DDD,2014B,48.6875
630211,CCC,2014B,75.58
630449,CCC,2014B,48.72727272727273
630449,EEE,2014B,92.24
630540,CCC,2014B,20.65714285714286
630540,EEE,2014B,51.04
630573,CCC,2014B,51.81818181818182
630573,EEE,2014B,59.0
630585,CCC,2014B,41.979166666666664
630585,EEE,2014B,69.5
630606,CCC,2014B,48.865671641791046
630606,EEE,2014B,80.96
630613,CCC,2014B,85.34831460674157
630613,DDD,2014B,75.15
630635,CCC,2014B,54.89
630635,EEE,2014B,77.28
630730,CCC,2014B,47.585
630888,CCC,2014B,71.27272727272727
630888,EEE,2014B,80.11111111111111
630896,CCC,2014B,99.9
630912,CCC,2014B,43.6025641025641
630912,FFF,2014B,57.23364485981308
631044,CCC,2014B,85.43
631075,CCC,2014B,65.38888888888889
631075,FFF,2014J,69.56962025316456
631075,FFF,2014B,71.64150943396227
631122,CCC,2014B,56.33
631216,CCC,2014B,39.05555555555556
631334,CCC,2014B,84.735
631334,EEE,2014B,91.72
631453,CCC,2014B,40.37
631453,EEE,2014B,74.48
631455,CCC,2014B,96.64
631473,CCC,2014B,95.96
631473,FFF,2014B,89.7196261682243
631583,CCC,2014B,61.485
631655,CCC,2014B,55.375
631655,EEE,2014B,82.96
631699,CCC,2014B,94.78
631772,CCC,2014B,89.14
631850,CCC,2014B,98.07
631925,CCC,2014B,71.27272727272727
631925,FFF,2014B,82.0
631981,CCC,2014B,71.355
632017,CCC,2014B,91.24719101123596
632074,CCC,2014B,84.74
632074,EEE,2014B,81.8
632074,FFF,2014J,85.42990654205607
632111,CCC,2014B,54.78
632111,EEE,2014B,93.68
632133,CCC,2014B,76.16666666666667
632133,EEE,2014B,68.63636363636364
632242,CCC,2014B,58.4375
632312,CCC,2014B,61.45454545454545
632312,EEE,2014B,82.33333333333333
632313,CCC,2014B,99.05128205128206
632459,CCC,2014B,54.9375
632459,EEE,2014B,77.68
632546,CCC,2014B,57.72826086956522
632571,CCC,2014B,71.9090909090909
632597,CCC,2014B,58.265
632597,FFF,2014J,46.52336448598131
632691,CCC,2014B,56.05555555555556
632691,FFF,2014B,67.1588785046729
632836,CCC,2014B,93.77
632836,FFF,2014J,79.88785046728972
632856,CCC,2014B,25.27777777777778
632856,DDD,2014B,51.5
633071,CCC,2014B,78.18181818181819
633250,CCC,2014B,63.075
633256,CCC,2014B,15.596774193548388
633270,CCC,2014B,67.49
633270,EEE,2014B,70.32
633310,CCC,2014B,42.19230769230769
633310,EEE,2014B,74.96
633341,CCC,2014B,17.09090909090909
633341,DDD,2014B,26.0
633384,CCC,2014B,60.888888888888886
633384,DDD,2014B,55.833333333333336
633432,CCC,2014B,31.272727272727273
633432,EEE,2014B,49.92
633447,CCC,2014B,78.42857142857143
633460,CCC,2014B,14.909090909090908
633493,CCC,2014B,97.94
633695,CCC,2014B,98.3
633695,EEE,2014B,91.32
633722,CCC,2014B,98.05
633857,CCC,2014B,92.73
634040,CCC,2014B,61.0
634040,EEE,2014B,65.0
634128,CCC,2014B,89.94152046783626
634157,CCC,2014B,79.07
634216,CCC,2014B,87.94
634216,EEE,2014B,91.92
634217,CCC,2014B,99.22
634241,CCC,2014B,78.19
634241,EEE,2014B,93.72
634349,CCC,2014B,73.72222222222223
634349,FFF,2014B,60.0
634414,CCC,2014B,62.55555555555556
634507,CCC,2014B,81.985
634512,CCC,2014B,95.68
634512,FFF,2014J,54.52884615384615
634578,CCC,2014B,94.3
634578,EEE,2014B,91.88888888888889
634589,CCC,2014B,82.46
634618,CCC,2014B,93.41
634649,CCC,2014B,73.27272727272727
634744,CCC,2014B,57.57575757575758
634744,EEE,2014B,85.0
634816,CCC,2014B,86.085
634853,CCC,2014J,56.725
634853,CCC,2014B,61.45
634862,CCC,2014B,65.24479166666667
634862,EEE,2014B,85.76
634878,CCC,2014B,69.9
635034,CCC,2014B,34.25
635034,FFF,2014B,64.61682242990655
635043,CCC,2014B,87.33
635043,EEE,2014B,85.72
635109,CCC,2014B,55.51
635109,EEE,2014B,79.76
635515,CCC,2014B,91.05555555555556
635515,EEE,2014B,76.0
917586,CCC,2014B,96.64
949548,CCC,2014B,57.835
984619,CCC,2014B,75.22
1038161,CCC,2014B,59.331460674157306
1073766,CCC,2014B,71.32291666666667
1073766,EEE,2013J,84.88
1095916,CCC,2014B,60.837078651685395
1095916,DDD,2013B,70.09117647058824
1187586,CCC,2014B,96.42
1187586,DDD,2013J,79.175
1268772,CCC,2014B,62.65
1268772,EEE,2014B,86.4
1311171,CCC,2014B,88.02
1311171,DDD,2013B,85.89
1416784,CCC,2014B,90.865
1440467,CCC,2014B,94.07
1440467,DDD,2013J,82.3375
1442991,CCC,2014B,71.62359550561797
1442991,DDD,2013J,80.85
1468838,CCC,2014J,63.05555555555556
1468838,CCC,2014B,57.81818181818182
1470291,CCC,2014B,86.96062992125984
1470291,DDD,2013B,58.86486486486486
1474869,CCC,2014B,80.15
1534494,CCC,2014B,76.2910447761194
1632487,CCC,2014B,67.715
1671811,CCC,2014B,52.12
1671811,DDD,2014B,63.6125
1678800,CCC,2014B,81.82
1678800,DDD,2013J,68.8
1691815,CCC,2014B,50.60606060606061
1694780,CCC,2014B,88.975
1739026,CCC,2014B,46.945
1753458,CCC,2014B,97.04
1769985,CCC,2014B,61.9
1774071,CCC,2014B,41.44444444444444
1781834,CCC,2014B,68.025
1781834,EEE,2013J,92.92
1841267,CCC,2014J,59.333333333333336
1841267,CCC,2014B,59.333333333333336
1848820,CCC,2014J,67.61111111111111
1848820,CCC,2014B,67.61111111111111
1855583,CCC,2014B,73.315
1855583,DDD,2014J,72.25
1876636,CCC,2014B,83.415
1876636,FFF,2013J,92.70093457943925
1877015,CCC,2014B,93.45454545454545
1888343,CCC,2014B,80.42
1906919,CCC,2014B,80.68
1906919,DDD,2013B,64.38648648648649
1922200,CCC,2014B,68.94444444444444
1924641,CCC,2014B,28.248648648648647
1924641,EEE,2013J,69.92
1930644,CCC,2014B,22.58695652173913
1930644,EEE,2013J,77.0
1951080,CCC,2014B,87.22916666666667
1951139,CCC,2014B,81.485
1997164,CCC,2014B,80.59
1997164,FFF,2013B,92.73831775700934
2008262,CCC,2014B,41.45454545454545
2016517,CCC,2014B,72.055
2032058,CCC,2014B,75.83333333333333
2044299,CCC,2014J,72.94444444444444
2044299,CCC,2014B,72.94444444444444
2049668,CCC,2014B,62.79
2056643,CCC,2014B,92.7
2056643,EEE,2013J,85.0
2063578,CCC,2014B,96.285
2063578,DDD,2013B,85.68
2064873,CCC,2014B,91.53
2064873,EEE,2014B,83.76
2066504,CCC,2014B,12.0
2087182,CCC,2014B,28.02027027027027
2088765,CCC,2014B,83.87
2088765,DDD,2013B,66.23513513513514
2109119,CCC,2014B,61.745
2109119,EEE,2013J,89.52
2134237,CCC,2014B,43.05555555555556
2134237,EEE,2013J,79.4
2139037,CCC,2014B,92.155
2139037,FFF,2013B,93.91588785046729
2146277,CCC,2014B,78.125
2146277,FFF,2013J,92.41121495327103
2147713,CCC,2014B,46.50588235294118
2156058,CCC,2014B,93.26966292134831
2171264,CCC,2014B,84.1
2187422,CCC,2014B,83.725
2211797,CCC,2014B,78.39
2211797,EEE,2014J,88.72
2239848,CCC,2014B,73.48
2247222,CCC,2014B,71.59895833333333
2298895,CCC,2014B,83.43
2298895,FFF,2014J,91.48598130841121
2347802,CCC,2014B,95.72
2358707,CCC,2014J,51.666666666666664
2358707,CCC,2014B,43.666666666666664
2358707,DDD,2013J,64.41666666666667
2367058,CCC,2014J,96.33333333333333
2367058,CCC,2014B,96.33333333333333
2384687,CCC,2014B,89.63636363636364
2389754,CCC,2014B,41.0
2389754,EEE,2013J,72.64
2391004,CCC,2014B,74.44791666666667
2391004,EEE,2014B,83.96
2410519,CCC,2014B,93.24
2410519,FFF,2014B,90.51401869158879
2418732,CCC,2014B,91.55
2418732,EEE,2013J,90.56
2421961,CCC,2014J,24.85333333333333
2421961,CCC,2014B,25.28205128205128
2421961,DDD,2013J,48.975
2433069,CCC,2014B,91.05
2433221,CCC,2014B,79.78823529411764
2447528,CCC,2014B,88.05555555555556
2451726,CCC,2014B,43.09090909090909
2451726,EEE,2013J,76.32
2478799,CCC,2014B,20.545454545454547
2478799,EEE,2014B,65.81818181818181
2486769,CCC,2014B,57.611111111111114
2486769,DDD,2013J,76.375
2488382,CCC,2014B,79.38
2494507,CCC,2014B,83.04
2498388,CCC,2014B,81.03932584269663
2498388,DDD,2013B,74.82432432432432
2503063,CCC,2014B,73.955
2503063,FFF,2013J,90.08490566037736
2513997,CCC,2014B,73.76623376623377
2522932,CCC,2014J,47.8125
2522932,CCC,2014B,29.677419354838708
2522932,DDD,2013J,37.125
2526493,CCC,2014B,88.86
2545113,CCC,2014B,75.785
2545113,DDD,2013B,84.53947368421052
2555596,CCC,2014J,59.0
2555596,CCC,2014B,84.48484848484848
2555596,DDD,2013J,80.51388888888889
2556060,CCC,2014B,95.885
2558365,CCC,2014B,45.45454545454545
2558365,FFF,2014J,64.0
2558365,FFF,2014B,88.0
2564711,CCC,2014B,91.925
2567038,CCC,2014B,67.26041666666667
2567038,EEE,2014B,89.36
2569090,CCC,2014B,68.44444444444444
2569834,CCC,2014B,28.545454545454547
2569834,EEE,2013J,84.22222222222223
2577091,CCC,2014B,62.833333333333336
2581603,CCC,2014B,58.195
2588201,CCC,2014B,78.445
2588201,EEE,2013J,81.4
2598913,CCC,2014B,62.111111111111114
2602264,CCC,2014B,97.46113989637306
2602264,FFF,2013J,86.65420560747664
2603195,CCC,2014B,51.041666666666664
2603195,EEE,2014B,61.72
2609908,CCC,2014B,75.645
2609908,DDD,2014B,65.73611111111111
2615849,CCC,2014B,22.0
2615849,EEE,2013J,82.96
2616950,CCC,2014B,76.54
2616950,EEE,2013J,87.48
2629436,CCC,2014B,81.38888888888889
2639310,CCC,2014B,72.60416666666667
2639310,DDD,2013J,77.3375
2641486,CCC,2014B,46.40625
2644404,CCC,2014B,56.795
2644404,EEE,2014J,77.76
2652523,CCC,2014B,87.4375
2658268,CCC,2014B,56.0
2659556,CCC,2014B,30.595238095238095
2677969,CCC,2014B,48.95
2681198,CCC,2014J,41.55
2681198,CCC,2014B,47.111111111111114
2681198,DDD,2013J,62.1875
2681198,FFF,2014J,51.85981308411215
2686578,CCC,2014B,94.105
2686578,DDD,2013J,90.0875
2692327,CCC,2014B,87.05
2147620,CCC,2014B,73.91623036649214
2419115,CCC,2014B,95.78231292517007
2454878,CCC,2014B,26.20689655172414
2454878,FFF,2013J,87.40186915887851
2548877,CCC,2014B,76.96335078534031
2697181,CCC,2014B,85.472049689441
2698535,CCC,2014B,24.025641025641026
2698535,EEE,2013J,53.44
129878,CCC,2014B,15.741935483870968
165733,CCC,2014J,32.666666666666664
165733,CCC,2014B,23.135593220338983
165733,DDD,2013B,51.695
269676,CCC,2014B,44.55862068965517
269676,DDD,2013B,69.5275
283798,CCC,2014B,85.40236686390533
285170,CCC,2014B,75.58638743455498
285170,EEE,2014B,83.55555555555556
368876,CCC,2014B,46.40828402366864
391419,CCC,2014B,25.913669064748202
426616,CCC,2014B,52.78534031413613
426616,EEE,2014B,60.88
465719,CCC,2014B,11.0
515936,CCC,2014B,26.73076923076923
552913,CCC,2014B,65.84699453551913
569342,CCC,2014B,65.7560975609756
569342,EEE,2013J,79.8
584940,CCC,2014B,64.29585798816568
604655,CCC,2014B,61.166666666666664
604655,DDD,2013J,68.26666666666667
608577,CCC,2014J,84.92857142857143
608577,CCC,2014B,79.0
611260,CCC,2014B,72.04188481675392
622215,CCC,2014B,41.205128205128204
622215,DDD,2014B,42.7
622787,CCC,2014B,50.0
624060,CCC,2014J,98.57
624060,CCC,2014B,99.63934426229508
624127,CCC,2014B,48.64397905759162
627386,CCC,2014B,49.54838709677419
632135,CCC,2014B,46.096774193548384
632135,EEE,2014B,71.9090909090909
560494,CCC,2014B,86.28994082840237
565399,CCC,2014B,98.37869822485207
574817,CCC,2014B,91.01775147928994
576413,CCC,2014B,96.85714285714286
576413,DDD,2013J,92.5375
577502,CCC,2014B,83.01360544217687
610099,CCC,2014B,62.124260355029584
610099,FFF,2013J,86.42056074766356
623797,CCC,2014B,55.80952380952381
623797,EEE,2014B,64.28
626252,CCC,2014B,98.5680473372781
633281,CCC,2014B,94.34319526627219
2623263,CCC,2014B,93.23809523809524
2623263,EEE,2013J,95.0
105523,CCC,2014B,56.95918367346939
105523,DDD,2013J,49.075
160300,CCC,2014B,66.56462585034014
231339,CCC,2014B,92.88165680473372
231339,EEE,2014B,90.96
361410,CCC,2014B,63.85496183206107
408413,CCC,2014B,79.70967741935483
445777,CCC,2014B,94.56213017751479
525832,CCC,2014B,75.0828402366864
557995,CCC,2014B,53.4468085106383
497080,CCC,2014B,28.083333333333332
516024,CCC,2014B,73.84353741496598
543170,CCC,2014B,69.74820143884892
576475,CCC,2014B,80.21088435374149
595514,CCC,2014J,49.744
595514,CCC,2014B,54.08510638297872
606282,CCC,2014B,63.93197278911565
608464,CCC,2014B,74.31972789115646
627374,CCC,2014B,47.83673469387755
631715,CCC,2014B,79.8639455782313
631715,FFF,2014J,89.5607476635514
1911513,CCC,2014B,90.19727891156462
1930146,CCC,2014B,43.55102040816327
856294,CCC,2014B,20.0
925553,CCC,2014B,91.464
992544,CCC,2014B,94.4
1057883,CCC,2014B,74.984
1087710,CCC,2014B,79.22222222222223
1100639,CCC,2014B,65.82352941176471
1106724,CCC,2014B,40.0
1115623,CCC,2014B,73.304
1270832,CCC,2014B,87.888
1307784,CCC,2014J,71.27272727272727
1307784,CCC,2014B,50.0
1493739,CCC,2014B,72.256
1551895,CCC,2014B,50.0
1560205,CCC,2014B,40.0
1561431,CCC,2014B,26.294117647058822
1568828,CCC,2014B,95.552
1591013,CCC,2014B,40.0
1644328,CCC,2014B,40.0
1644328,EEE,2014B,97.0
1668504,CCC,2014B,70.0
1668504,FFF,2013B,90.07476635514018
1673876,CCC,2014B,70.0
1678014,CCC,2014B,40.0
1715237,CCC,2014B,86.304
1750405,CCC,2014B,20.0
1763378,CCC,2014B,50.0
1780737,CCC,2014B,40.0
1780737,EEE,2014B,91.0
1828112,CCC,2014B,50.0
1891323,CCC,2014B,84.832
1894419,CCC,2014B,10.0
